image_url,artist,title,top_year,class
https://cdnimg.melon.co.kr/cm/album/images/000/04/291/4291_500.jpg/melon/resize/48/quality/80/optimize,양희은,하얀 목련,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/201/310201_500.jpg/melon/resize/48/quality/80/optimize,김수철,못다핀 꽃 한 송이,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/16/707/16707_500.jpg/melon/resize/48/quality/80/optimize,김학래,슬픔의 심로,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/006/00/959/600959_500.jpg/melon/resize/48/quality/80/optimize,신형원,불씨,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/392/310392_500.jpg/melon/resize/48/quality/80/optimize,최혜영,물같은 사랑,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/201/310201_500.jpg/melon/resize/48/quality/80/optimize,김수철,정녕 그대를,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/007/46/457/746457_500.jpg/melon/resize/48/quality/80/optimize,윤수일밴드,아름다워,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/144/4144_500.jpg/melon/resize/48/quality/80/optimize,송창식,우리는,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/31/837/31837_500.jpg/melon/resize/48/quality/80/optimize,한마음,갯바위,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/09/943/309943_500.jpg/melon/resize/48/quality/80/optimize,김형룡,사랑의 벼리,1984,kpop
https://cdnimg.melon.co.kr/cm2/album/images/003/12/649/312649_20231214145210_500.jpg/melon/resize/48/quality/80/optimize,이광조,연인이여,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/872/4872_500.jpg/melon/resize/48/quality/80/optimize,정수라,풀잎이슬,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/09/002/9002_500.jpg/melon/resize/48/quality/80/optimize,성민호,무엇이 너와 나를 슬프게 하나,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/60/937/360937_500.jpg/melon/resize/48/quality/80/optimize,임병수,약속,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/03/776/3776_500.jpg/melon/resize/48/quality/80/optimize,노사연,님그림자,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/00/117/117_500.jpg/melon/resize/48/quality/80/optimize,신형원,외사랑,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/31/182/31182_500.jpg/melon/resize/48/quality/80/optimize,이용,첫사랑이야,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/22/351/322351_500.jpg/melon/resize/48/quality/80/optimize,김창완,그래 걷자,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/009/71/156/971156_500.jpg/melon/resize/48/quality/80/optimize,윤복희,윤복희 - 페이지 이동,1984,kpop
https://cdnimg.melon.co.kr/cm2/album/images/000/04/706/4706_20230209145018_500.jpg/melon/resize/48/quality/80/optimize,장덕,날 찾지 말아요,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/421/4421_500.jpg/melon/resize/48/quality/80/optimize,이미배,당신은 안개였나요,1984,kpop
